,0,1,2,3,4
1251,asp.net-mvc,,,,
1252,sql,database,,,
1253,c#,,,,
1254,mysql,,,,
1255,vb.net,,,,
1256,php,,,,
1257,database,,,,
1258,c#,asp.net-mvc,,,
1259,sql,sql-server,,,
1260,c#,c++,,,
1261,sql,sql-server,database,performance,
1262,asp.net,asp.net-mvc,,,
1263,c++,linux,,,
1264,javascript,,,,
1265,asp.net,,,,
1266,sql-server,,,,
1267,linux,,,,
1268,sql,,,,
1269,language-agnostic,,,,
1270,javascript,,,,
1271,java,,,,
1272,.net,,,,
1273,javascript,,,,
1274,sql,,,,
1275,.net,,,,
1276,linux,,,,
1277,c#,,,,
1278,c#,.net,wpf,,
1279,python,,,,
1280,php,mysql,,,
1281,javascript,,,,
1282,c++,,,,
1283,asp.net,,,,
1284,javascript,,,,
1285,java,,,,
1286,asp.net,,,,
1287,python,,,,
1288,c#,java,c++,visual-studio,
1289,c#,.net,,,
1290,wpf,macos,,,
1291,php,,,,
1292,sql,,,,
1293,asp.net,,,,
1294,sql,,,,
1295,c#,xml,,,
1296,javascript,html,,,
1297,php,,,,
1298,html,css,,,
1299,c#,.net,,,
1300,c#,,,,
1301,c#,.net,xml,,
1302,asp.net,asp.net-mvc,,,
1303,windows,,,,
1304,php,python,,,
1305,c#,linq,,,
1306,.net,multithreading,,,
1307,visual-studio,,,,
1308,c#,asp.net-mvc,,,
1309,php,,,,
1310,java,,,,
1311,svn,,,,
1312,asp.net,,,,
1313,java,c,ruby,,
1314,c#,,,,
1315,java,xml,,,
1316,c#,.net,,,
1317,asp.net-mvc,,,,
1318,java,svn,,,
1319,database,django,svn,,
1320,java,,,,
1321,.net,,,,
1322,sql-server,,,,
1323,ruby-on-rails,ruby,,,
1324,language-agnostic,,,,
1325,c#,.net,,,
1326,python,,,,
1327,sql,,,,
1328,c#,xml,,,
1329,css,,,,
1330,java,,,,
1331,c#,python,,,
1332,mysql,database,performance,,
1333,c#,.net,,,
1334,c#,.net,,,
1335,c#,oop,,,
1336,.net,asp.net,,,
1337,java,,,,
1338,asp.net,,,,
1339,asp.net,,,,
1340,mysql,sql-server,database,,
1341,c#,.net,,,
1342,c#,wpf,,,
1343,visual-studio,,,,
1344,performance,,,,
1345,php,,,,
1346,asp.net,,,,
1347,c#,.net,,,
1348,sql,sql-server,,,
1349,javascript,performance,,,
1350,.net,,,,
1351,svn,,,,
1352,sql,sql-server,,,
1353,objective-c,macos,,,
1354,.net,vb.net,,,
1355,php,oop,,,
1356,c#,.net,,,
1357,c#,.net,winforms,,
1358,sql,sql-server,,,
1359,javascript,,,,
1360,eclipse,,,,
1361,macos,,,,
1362,.net,wpf,,,
1363,sql-server,,,,
1364,php,mysql,,,
1365,c#,.net,xml,,
1366,ruby,,,,
1367,.net,,,,
1368,winforms,,,,
1369,c++,,,,
1370,algorithm,,,,
1371,asp.net,,,,
1372,c#,xml,,,
1373,java,,,,
1374,c++,performance,,,
1375,.net,,,,
1376,python,linux,,,
1377,c#,arrays,,,
1378,c#,winforms,,,
1379,sql,sql-server,,,
1380,sql,,,,
1381,unit-testing,,,,
1382,java,,,,
1383,.net,,,,
1384,html,,,,
1385,python,database,django,,
1386,c#,.net,,,
1387,database,,,,
1388,.net,winforms,,,
1389,sql-server,,,,
1390,visual-studio,,,,
1391,asp.net,,,,
1392,c#,.net,string,,
1393,php,,,,
1394,asp.net,asp.net-mvc,visual-studio,unit-testing,
1395,.net,linq,,,
1396,java,,,,
1397,html,,,,
1398,c#,sql,linq,,
1399,c#,.net,,,
1400,javascript,,,,
1401,c++,,,,
1402,sql-server,,,,
1403,linq,,,,
1404,sql,database,django,,
1405,php,performance,,,
1406,sql-server,,,,
1407,python,mysql,django,,
1408,django,,,,
1409,c#,,,,
1410,sql,,,,
1411,c#,windows,,,
1412,sql-server,,,,
1413,c++,,,,
1414,ruby,,,,
1415,database,unit-testing,,,
1416,.net,database,,,
1417,c++,c,,,
1418,.net,asp.net,,,
1419,c++,,,,
1420,javascript,,,,
1421,c#,java,,,
1422,regex,,,,
1423,c#,asp.net,,,
1424,c#,.net,,,
1425,delphi,,,,
1426,.net,,,,
1427,java,,,,
1428,git,,,,
1429,asp.net,,,,
1430,java,python,,,
1431,arrays,,,,
1432,c#,.net,,,
1433,c#,,,,
1434,.net,wpf,,,
1435,html,css,,,
1436,objective-c,,,,
1437,c#,.net,,,
1438,python,ruby,,,
1439,c#,,,,
1440,c#,asp.net,,,
1441,java,regex,,,
1442,algorithm,,,,
1443,python,django,,,
1444,multithreading,,,,
1445,c++,,,,
1446,php,database,,,
1447,php,mysql,database,,
1448,.net,,,,
1449,c#,.net,,,
1450,.net,,,,
1451,c#,,,,
1452,c#,multithreading,,,
1453,windows,macos,,,
1454,php,,,,
1455,java,,,,
1456,javascript,html,,,
1457,regex,,,,
1458,c++,c,,,
1459,javascript,jquery,asp.net,,
1460,macos,,,,
1461,c,,,,
1462,asp.net,,,,
1463,asp.net,,,,
1464,php,,,,
1465,perl,,,,
1466,sql,sql-server,,,
1467,asp.net,,,,
1468,iphone,macos,,,
1469,python,,,,
1470,c#,.net,,,
1471,python,,,,
1472,java,unit-testing,,,
1473,algorithm,language-agnostic,,,
1474,string,,,,
1475,ruby,,,,
1476,sql-server,,,,
1477,java,eclipse,,,
1478,php,,,,
1479,asp.net,,,,
1480,java,eclipse,,,
1481,database,,,,
1482,regex,perl,,,
1483,c#,asp.net,,,
1484,c++,sql,mysql,c,database
1485,sql,,,,
1486,javascript,html,,,
1487,javascript,,,,
1488,c#,sql-server,,,
1489,ruby-on-rails,ruby,,,
1490,c#,asp.net,,,
1491,.net,,,,
1492,.net,windows,,,
1493,xml,,,,
1494,windows,,,,
1495,asp.net,,,,
1496,java,xml,,,
1497,php,javascript,,,
1498,c++,c,arrays,,
1499,c++,,,,
1500,regex,,,,
1501,javascript,,,,
1502,.net,string,,,
1503,c#,,,,
1504,algorithm,,,,
1505,css,asp.net,,,
1506,c#,.net,,,
1507,python,windows,,,
1508,java,,,,
1509,java,,,,
1510,visual-studio-2008,unit-testing,,,
1511,asp.net,,,,
1512,algorithm,,,,
1513,.net,,,,
1514,windows,,,,
1515,asp.net,,,,
1516,unit-testing,,,,
1517,.net,,,,
1518,.net,visual-studio,performance,,
1519,oop,,,,
1520,java,,,,
1521,database,,,,
1522,c#,,,,
1523,windows,,,,
1524,java,,,,
1525,asp.net-mvc,,,,
1526,python,ruby,git,,
1527,c++,,,,
1528,sql-server,,,,
1529,algorithm,language-agnostic,,,
1530,algorithm,,,,
1531,java,,,,
1532,performance,,,,
1533,ruby,,,,
1534,visual-studio,svn,,,
1535,javascript,,,,
1536,windows,visual-studio,,,
1537,c++,linux,,,
1538,windows,,,,
1539,php,arrays,,,
1540,c#,.net,asp.net-mvc,,
1541,sql,language-agnostic,,,
1542,c#,sql,sql-server,,
1543,visual-studio,,,,
1544,java,,,,
1545,c#,,,,
1546,c#,.net,,,
1547,c#,,,,
1548,language-agnostic,oop,,,
1549,ruby-on-rails,ruby,,,
1550,ruby,,,,
1551,c#,.net,,,
1552,c,language-agnostic,,,
1553,.net,,,,
1554,sql-server,,,,
1555,database,,,,
1556,java,,,,
1557,windows,svn,,,
1558,c++,,,,
1559,perl,,,,
1560,c#,java,,,
1561,ruby-on-rails,ruby,,,
1562,visual-studio,,,,
1563,java,,,,
1564,visual-studio,,,,
1565,oop,,,,
1566,php,,,,
1567,javascript,,,,
1568,c#,.net,,,
1569,linux,,,,
1570,php,performance,,,
1571,javascript,eclipse,,,
1572,svn,,,,
1573,java,html,regex,,
1574,c#,.net,,,
1575,sql-server,,,,
1576,javascript,jquery,string,,
1577,asp.net,javascript,html,,
1578,.net,,,,
1579,javascript,,,,
1580,c,,,,
1581,java,xml,,,
1582,c,,,,
1583,c,performance,,,
1584,c,,,,
1585,c++,performance,oop,,
1586,sql,,,,
1587,python,windows,,,
1588,php,unit-testing,,,
1589,.net,windows,,,
1590,debugging,,,,
1591,unit-testing,language-agnostic,,,
1592,java,,,,
1593,.net,,,,
1594,c++,,,,
1595,c#,,,,
1596,java,,,,
1597,css,,,,
1598,language-agnostic,,,,
1599,python,,,,
1600,php,,,,
1601,php,html,,,
1602,algorithm,,,,
1603,php,arrays,,,
1604,c#,.net,windows,,
1605,javascript,html,,,
1606,php,,,,
1607,sql,,,,
1608,java,,,,
1609,c#,winforms,,,
1610,database,,,,
1611,html,css,,,
1612,c#,asp.net,unit-testing,,
1613,regex,language-agnostic,,,
1614,c,,,,
1615,c#,c,,,
1616,arrays,language-agnostic,,,
1617,c#,vb.net,,,
1618,language-agnostic,,,,
1619,c#,.net,vb.net,winforms,
1620,c#,.net,string,,
1621,javascript,,,,
1622,.net,,,,
1623,c#,,,,
1624,java,,,,
1625,css,,,,
1626,c#,.net,performance,,
1627,sql,,,,
1628,c++,c,,,
1629,asp.net,html,vb.net,,
1630,java,,,,
1631,java,,,,
1632,java,,,,
1633,java,,,,
1634,asp.net,,,,
1635,python,,,,
1636,python,,,,
1637,c++,c,visual-studio,,
1638,objective-c,string,,,
1639,objective-c,,,,
1640,html,,,,
1641,java,xml,,,
1642,c++,,,,
1643,mysql,,,,
1644,c#,,,,
1645,python,,,,
1646,visual-studio-2008,,,,
1647,macos,,,,
1648,language-agnostic,,,,
1649,c++,,,,
1650,asp.net,,,,
1651,ruby,performance,,,
1652,sql,database,,,
1653,.net,,,,
1654,algorithm,language-agnostic,,,
1655,php,arrays,,,
1656,c#,,,,
1657,python,django,,,
1658,language-agnostic,,,,
1659,.net,,,,
1660,php,oop,,,
1661,language-agnostic,,,,
1662,c++,c,,,
1663,css,,,,
1664,sql-server,,,,
1665,c#,.net,winforms,,
1666,c#,,,,
1667,c++,,,,
1668,javascript,,,,
1669,c#,,,,
1670,c#,,,,
1671,javascript,,,,
1672,asp.net,,,,
1673,algorithm,language-agnostic,,,
1674,java,,,,
1675,c#,,,,
1676,c#,,,,
1677,android,,,,
1678,c#,.net,,,
1679,javascript,jquery,,,
1680,visual-studio,visual-studio-2008,,,
1681,visual-studio,,,,
1682,java,,,,
1683,javascript,,,,
1684,windows,,,,
1685,sql-server,,,,
1686,performance,,,,
1687,c#,.net,,,
1688,python,,,,
1689,jquery,,,,
1690,java,html,,,
1691,sql-server,,,,
1692,c++,performance,,,
1693,python,,,,
1694,asp.net-mvc,,,,
1695,c#,,,,
1696,c#,.net,xml,,
1697,c#,,,,
1698,language-agnostic,,,,
1699,c#,asp.net,vb.net,,
1700,.net,,,,
1701,c#,.net,sql-server,,
1702,c#,multithreading,,,
1703,regex,performance,perl,,
1704,c#,asp.net,,,
1705,html,,,,
1706,visual-studio,,,,
1707,c#,,,,
1708,javascript,,,,
1709,c#,.net,oop,,
1710,php,,,,
1711,c,,,,
1712,linq,,,,
1713,java,,,,
1714,oop,,,,
1715,macos,,,,
1716,javascript,arrays,,,
1717,c,,,,
1718,performance,,,,
1719,c#,,,,
1720,javascript,jquery,html,,
1721,c++,,,,
1722,php,html,,,
1723,java,,,,
1724,javascript,jquery,,,
1725,c++,linux,,,
1726,c#,,,,
1727,asp.net,javascript,,,
1728,linux,,,,
1729,c#,,,,
1730,html,css,,,
1731,windows,,,,
1732,mysql,,,,
1733,mysql,ruby-on-rails,ruby,database,
1734,c#,.net,linux,,
1735,sql-server,database,,,
1736,c++,,,,
1737,database,,,,
1738,javascript,,,,
1739,java,,,,
1740,python,,,,
1741,c#,,,,
1742,java,,,,
1743,java,,,,
1744,php,,,,
1745,c++,,,,
1746,c#,,,,
1747,c++,,,,
1748,javascript,css,,,
1749,database,,,,
1750,c#,.net,winforms,,
1751,svn,git,,,
1752,c++,windows,linux,,
1753,c#,,,,
1754,macos,,,,
1755,c#,,,,
1756,ruby-on-rails,ruby,,,
1757,regex,language-agnostic,,,
1758,c#,.net,,,
1759,.net,,,,
1760,c++,c,,,
1761,mysql,sql-server,,,
1762,c++,c,,,
1763,sql-server,,,,
1764,regex,,,,
1765,asp.net,,,,
1766,algorithm,,,,
1767,xml,,,,
1768,debugging,,,,
1769,mysql,sql,,,
1770,c++,windows,,,
1771,c++,,,,
1772,database,performance,,,
1773,asp.net,,,,
1774,c++,,,,
1775,c#,wpf,,,
1776,php,string,,,
1777,c++,,,,
1778,.net,,,,
1779,c++,performance,,,
1780,php,python,string,,
1781,visual-studio,visual-studio-2008,,,
1782,php,mysql,sql,,
1783,java,,,,
1784,.net,asp.net,,,
1785,regex,,,,
1786,java,,,,
1787,ruby,,,,
1788,algorithm,,,,
1789,c++,,,,
1790,.net,macos,,,
1791,windows,,,,
1792,vb.net,,,,
1793,android,,,,
1794,php,,,,
1795,java,,,,
1796,xml,,,,
1797,.net,vb.net,,,
1798,asp.net,jquery,,,
1799,java,,,,
1800,c,,,,
1801,iphone,,,,
1802,c,python,,,
1803,linux,,,,
1804,ruby-on-rails,,,,
1805,c++,c,,,
1806,c#,.net,performance,,
1807,c#,asp.net,,,
1808,python,linux,perl,,
1809,html,css,,,
1810,php,performance,,,
1811,c#,linq,,,
1812,svn,,,,
1813,asp.net,visual-studio-2008,,,
1814,eclipse,,,,
1815,python,,,,
1816,visual-studio,,,,
1817,java,,,,
1818,c#,linq,,,
1819,sql-server,performance,,,
1820,php,xml,,,
1821,.net,debugging,,,
1822,c#,,,,
1823,javascript,,,,
1824,java,,,,
1825,sql-server,,,,
1826,python,,,,
1827,unit-testing,,,,
1828,database,,,,
1829,xml,,,,
1830,ruby-on-rails,,,,
1831,database,,,,
1832,javascript,,,,
1833,.net,regex,,,
1834,language-agnostic,oop,,,
1835,.net,,,,
1836,c#,,,,
1837,database,,,,
1838,c#,,,,
1839,c#,.net,winforms,,
1840,ruby-on-rails,git,,,
1841,asp.net,javascript,jquery,,
1842,.net,winforms,,,
1843,c++,,,,
1844,python,xml,,,
1845,html,css,,,
1846,visual-studio,,,,
1847,c#,.net,,,
1848,asp.net,,,,
1849,java,,,,
1850,c#,asp.net,,,
1851,.net,,,,
1852,c++,string,,,
1853,javascript,,,,
1854,java,eclipse,,,
1855,c#,,,,
1856,c,arrays,,,
1857,java,,,,
1858,c#,,,,
1859,java,,,,
1860,ruby,arrays,,,
1861,.net,,,,
1862,ruby,,,,
1863,visual-studio-2008,,,,
1864,oop,,,,
1865,python,linux,,,
1866,performance,,,,
1867,c,,,,
1868,javascript,,,,
1869,.net,vb.net,winforms,,
1870,multithreading,,,,
1871,c,linux,,,
1872,c#,.net,winforms,,
1873,c#,.net,sql-server,,
1874,visual-studio,debugging,,,
1875,asp.net,javascript,,,
1876,c#,asp.net,,,
1877,java,,,,
1878,c#,winforms,,,
1879,sql,,,,
1880,.net,wpf,,,
1881,javascript,jquery,,,
1882,python,ruby,,,
1883,java,,,,
1884,java,jquery,,,
1885,git,macos,,,
1886,asp.net,,,,
1887,java,,,,
1888,.net,multithreading,,,
1889,c#,,,,
1890,sql,sql-server,database,,
1891,html,regex,perl,,
1892,javascript,asp.net,,,
1893,c++,,,,
1894,javascript,html,,,
1895,.net,asp.net,,,
1896,c#,unit-testing,,,
1897,.net,,,,
1898,language-agnostic,,,,
1899,javascript,jquery,,,
1900,c#,,,,
1901,javascript,jquery,,,
1902,xml,,,,
1903,regex,language-agnostic,,,
1904,javascript,multithreading,,,
1905,xml,,,,
1906,objective-c,,,,
1907,linux,,,,
1908,asp.net-mvc,,,,
1909,.net,,,,
1910,c#,,,,
1911,sql,database,,,
1912,c++,oop,,,
1913,c#,,,,
1914,php,javascript,regex,,
1915,java,,,,
1916,css,,,,
1917,java,.net,,,
1918,vb.net,visual-studio-2008,,,
1919,.net,winforms,,,
1920,c#,,,,
1921,windows,,,,
1922,sql,sql-server,database,,
1923,wpf,,,,
1924,html,css,,,
1925,java,,,,
1926,asp.net,asp.net-mvc,,,
1927,asp.net-mvc,,,,
1928,javascript,html,,,
1929,c#,,,,
1930,java,,,,
1931,c++,,,,
1932,javascript,,,,
1933,java,,,,
1934,c#,.net,visual-studio,,
1935,sql,html,,,
1936,c#,.net,,,
1937,visual-studio,,,,
1938,visual-studio,,,,
1939,javascript,,,,
1940,c#,.net,,,
1941,java,,,,
1942,cocoa,,,,
1943,unit-testing,,,,
1944,c#,,,,
1945,mysql,,,,
1946,database,unit-testing,,,
1947,asp.net,asp.net-mvc,,,
1948,performance,,,,
1949,windows,,,,
1950,linq,,,,
1951,javascript,ruby,,,
1952,visual-studio,visual-studio-2008,,,
1953,.net,regex,,,
1954,mysql,database,,,
1955,.net,,,,
1956,c#,.net,performance,algorithm,
1957,linq,,,,
1958,.net,asp.net,,,
1959,macos,,,,
1960,asp.net,html,winforms,,
1961,linux,,,,
1962,database,language-agnostic,,,
1963,visual-studio,visual-studio-2008,,,
1964,iphone,android,,,
1965,c++,,,,
1966,c#,arrays,,,
1967,c#,,,,
1968,javascript,jquery,,,
1969,c#,regex,,,
1970,sql,sql-server,,,
1971,.net,windows,,,
1972,linux,,,,
1973,.net,winforms,,,
1974,c#,.net,,,
1975,javascript,vb.net,,,
1976,java,,,,
1977,html,css,,,
1978,javascript,jquery,,,
1979,asp.net,unit-testing,,,
1980,algorithm,,,,
1981,visual-studio,,,,
1982,asp.net,,,,
1983,java,oop,,,
1984,c#,.net,oop,,
1985,c#,asp.net,,,
1986,xml,,,,
1987,objective-c,cocoa,macos,,
1988,c#,xml,,,
1989,wpf,,,,
1990,javascript,jquery,,,
1991,database,,,,
1992,ruby-on-rails,ruby,,,
1993,sql-server,,,,
1994,asp.net,,,,
1995,python,multithreading,,,
1996,xml,,,,
1997,java,performance,,,
1998,java,windows,,,
1999,c#,asp.net,asp.net-mvc,,
2000,c#,visual-studio-2008,debugging,,
2001,python,,,,
2002,c#,,,,
2003,java,,,,
2004,java,html,,,
2005,asp.net,,,,
2006,.net,wpf,,,
2007,algorithm,language-agnostic,,,
2008,visual-studio,,,,
2009,oop,,,,
2010,c#,,,,
2011,sql,,,,
2012,c#,,,,
2013,html,regex,language-agnostic,,
2014,sql-server,,,,
2015,c#,windows,,,
2016,c#,.net,,,
2017,.net,,,,
2018,c#,.net,multithreading,,
2019,java,,,,
2020,c#,java,c++,,
2021,c#,linq,,,
2022,javascript,html,,,
2023,c#,.net,,,
2024,xml,,,,
2025,language-agnostic,,,,
2026,sql-server,,,,
2027,xml,algorithm,performance,,
2028,java,,,,
2029,xml,,,,
2030,c++,oop,,,
2031,c#,,,,
2032,python,,,,
2033,.net,,,,
2034,c#,mysql,visual-studio,,
2035,sql,sql-server,,,
2036,c++,,,,
2037,asp.net,debugging,,,
2038,java,,,,
2039,javascript,,,,
2040,asp.net,javascript,,,
2041,c#,sql,sql-server,,
2042,java,,,,
2043,regex,language-agnostic,,,
2044,.net,linux,,,
2045,c#,.net,,,
2046,java,debugging,,,
2047,python,django,,,
2048,.net,asp.net,,,
2049,xml,,,,
2050,sql,,,,
2051,c#,.net,winforms,,
2052,php,oop,,,
2053,algorithm,string,,,
2054,html,,,,
2055,c++,,,,
2056,.net,,,,
2057,multithreading,,,,
2058,algorithm,,,,
2059,php,,,,
2060,c#,.net,,,
2061,java,,,,
2062,regex,,,,
2063,c++,,,,
2064,ruby,,,,
2065,c#,.net,windows,multithreading,
2066,sql,sql-server,,,
2067,asp.net-mvc,unit-testing,,,
2068,c,algorithm,,,
2069,python,,,,
2070,c#,.net,wpf,,
2071,c#,algorithm,,,
2072,c#,regex,language-agnostic,,
2073,python,windows,,,
2074,sql,sql-server,database,,
2075,javascript,,,,
2076,c#,linq,,,
2077,c,,,,
2078,unit-testing,,,,
2079,wpf,,,,
2080,visual-studio,visual-studio-2008,,,
2081,ruby,,,,
2082,java,,,,
2083,javascript,,,,
2084,wpf,,,,
2085,java,windows,,,
2086,svn,,,,
2087,visual-studio-2008,,,,
2088,c#,.net,,,
2089,javascript,debugging,,,
2090,c#,regex,string,,
2091,asp.net-mvc,unit-testing,,,
2092,c#,linq,,,
2093,c#,,,,
2094,css,,,,
2095,c#,.net,,,
2096,asp.net,,,,
2097,c#,,,,
2098,c#,.net,vb.net,winforms,
2099,c#,,,,
2100,c#,.net,,,
2101,visual-studio,visual-studio-2008,,,
2102,windows,,,,
2103,java,,,,
2104,asp.net,,,,
2105,c#,asp.net,,,
2106,unit-testing,,,,
2107,javascript,,,,
2108,css,,,,
2109,visual-studio,,,,
2110,java,eclipse,,,
2111,python,unit-testing,,,
2112,.net,windows,,,
2113,c#,,,,
2114,objective-c,cocoa,,,
2115,c++,unit-testing,,,
2116,ruby-on-rails,ruby,,,
2117,windows,svn,,,
2118,algorithm,,,,
2119,javascript,html,css,,
2120,javascript,,,,
2121,javascript,jquery,,,
2122,c#,,,,
2123,linux,,,,
2124,asp.net,,,,
2125,c,,,,
2126,objective-c,cocoa,unit-testing,,
2127,asp.net,css,,,
2128,html,css,,,
2129,c#,asp.net,,,
2130,java,xml,,,
2131,c#,.net,,,
2132,c++,,,,
2133,asp.net,,,,
2134,.net,,,,
2135,asp.net,,,,
2136,javascript,,,,
2137,debugging,,,,
2138,.net,performance,,,
2139,sql-server,,,,
2140,java,,,,
2141,java,database,,,
2142,sql-server,,,,
2143,html,,,,
2144,asp.net,,,,
2145,svn,,,,
2146,java,,,,
2147,asp.net,,,,
2148,c#,java,,,
2149,asp.net,,,,
2150,python,,,,
2151,database,,,,
2152,sql-server,,,,
2153,.net,visual-studio,winforms,,
2154,java,,,,
2155,macos,,,,
2156,debugging,,,,
2157,php,mysql,,,
2158,xml,,,,
2159,java,,,,
2160,c#,sql-server,,,
2161,macos,,,,
2162,svn,,,,
2163,python,macos,,,
2164,performance,,,,
2165,c#,,,,
2166,.net,,,,
2167,javascript,ruby-on-rails,ruby,,
2168,php,javascript,css,,
2169,php,,,,
2170,java,,,,
2171,wpf,visual-studio-2008,,,
2172,algorithm,language-agnostic,,,
2173,html,css,,,
2174,.net,asp.net,,,
2175,java,,,,
2176,java,,,,
2177,asp.net-mvc,,,,
2178,xml,,,,
2179,python,performance,,,
2180,eclipse,svn,macos,,
2181,.net,visual-studio,,,
2182,ruby-on-rails,,,,
2183,python,multithreading,,,
2184,visual-studio,,,,
2185,c++,windows,,,
2186,javascript,,,,
2187,python,,,,
2188,xml,,,,
2189,c#,xml,,,
2190,php,html,,,
2191,c++,,,,
2192,javascript,html,,,
2193,java,,,,
2194,c++,multithreading,,,
2195,ruby,language-agnostic,,,
2196,c#,.net,,,
2197,.net,asp.net-mvc,,,
2198,visual-studio-2008,,,,
2199,python,,,,
2200,algorithm,,,,
2201,c++,delphi,,,
2202,.net,,,,
2203,php,unit-testing,,,
2204,python,windows,,,
2205,algorithm,,,,
2206,asp.net,css,visual-studio-2008,,
2207,c#,.net,arrays,string,
2208,html,css,,,
2209,.net,asp.net,,,
2210,php,,,,
2211,java,,,,
2212,python,,,,
2213,javascript,debugging,,,
2214,javascript,,,,
2215,sql,mysql,database,,
2216,ruby,,,,
2217,c#,.net,,,
2218,c++,,,,
2219,sql-server,,,,
2220,multithreading,,,,
2221,multithreading,,,,
2222,c#,,,,
2223,algorithm,language-agnostic,,,
2224,multithreading,,,,
2225,multithreading,,,,
2226,javascript,jquery,html,css,
2227,ruby,,,,
2228,python,,,,
2229,unit-testing,,,,
2230,html,css,,,
2231,linux,,,,
2232,algorithm,language-agnostic,,,
2233,c,visual-studio,,,
2234,java,,,,
2235,javascript,html,css,,
2236,.net,,,,
2237,java,,,,
2238,objective-c,performance,,,
2239,svn,,,,
2240,javascript,jquery,,,
2241,c++,c,,,
2242,.net,visual-studio,,,
2243,asp.net,,,,
2244,algorithm,,,,
2245,visual-studio,visual-studio-2008,,,
2246,javascript,jquery,,,
2247,sql-server,performance,,,
2248,php,,,,
2249,c#,.net,,,
2250,sql-server,database,,,
2251,php,,,,
2252,c#,,,,
2253,c#,linq,,,
2254,python,,,,
2255,perl,,,,
2256,xml,,,,
2257,vb.net,,,,
2258,php,language-agnostic,,,
2259,c++,visual-studio,,,
2260,c++,arrays,,,
2261,c#,javascript,,,
2262,c#,java,.net,,
2263,c#,.net,,,
2264,.net,,,,
2265,sql-server,,,,
2266,php,mysql,,,
2267,javascript,,,,
2268,unit-testing,,,,
2269,c#,.net,,,
2270,asp.net,vb.net,,,
2271,java,eclipse,,,
2272,c#,,,,
2273,regex,perl,,,
2274,algorithm,,,,
2275,java,,,,
2276,c#,linq,,,
2277,c#,.net,,,
2278,jquery,,,,
2279,java,,,,
2280,git,,,,
2281,c#,php,,,
2282,asp.net,asp.net-mvc,,,
2283,sql,sql-server,,,
2284,.net,,,,
